part,model,source,target,source_risk,target_risk,tv,abs_gap_over_tv,model_arm_loss_disagreement,bound_holds,treatment,empirical_risk,population_risk,absolute_gap,hoeffding_radius
step4_finite_class,ova-alpha-0.5,,,,,,,,True,1,0.006790660244799612,0.006862884776388608,7.222453158899599e-05,0.017407371992647788
step4_finite_class,ova-alpha-0.5,,,,,,,,True,2,0.006790660244799613,0.006862884776388608,7.222453158899425e-05,0.017407371992647788
step4_finite_class,ova-alpha-0.5,,,,,,,,True,3,0.006790660244799613,0.0068628847763886084,7.222453158899512e-05,0.017407371992647788
step4_finite_class,ova-alpha-2,,,,,,,,True,0,0.11701006196113728,0.11850572442513671,0.001495662463999431,0.017407371992647788
step4_finite_class,ova-alpha-2,,,,,,,,True,1,0.11701006196113728,0.11850572442513671,0.001495662463999431,0.017407371992647788
step4_finite_class,ova-alpha-2,,,,,,,,True,2,0.11701006196113728,0.11850572442513671,0.001495662463999431,0.017407371992647788
step4_finite_class,ova-alpha-2,,,,,,,,True,3,0.11701006196113728,0.11850572442513671,0.001495662463999431,0.017407371992647788
step4_finite_class,agg-alpha-0,,,,,,,,True,0,8.976159360393132e-05,9.065991159670527e-05,8.983179927739488e-07,0.017407371992647788
step4_finite_class,agg-alpha-0,,,,,,,,True,1,8.976159360393132e-05,9.06599115967053e-05,8.983179927739759e-07,0.017407371992647788
step4_finite_class,agg-alpha-0,,,,,,,,True,2,8.976159360393125e-05,9.06599115967052e-05,8.983179927739488e-07,0.017407371992647788
step4_finite_class,agg-alpha-0,,,,,,,,True,3,8.976159360393117e-05,9.065991159670513e-05,8.983179927739624e-07,0.017407371992647788
step4_finite_class,agg-alpha-0.5,,,,,,,,True,0,0.00014779302478218432,0.0001463189408882323,1.4740838939520133e-06,0.017407371992647788
step4_finite_class,agg-alpha-0.5,,,,,,,,True,1,0.00014779302478218432,0.0001463189408882323,1.4740838939520133e-06,0.017407371992647788
step4_finite_class,agg-alpha-0.5,,,,,,,,True,2,0.00014779302478218427,0.00014631894088823228,1.4740838939519862e-06,0.017407371992647788
step4_finite_class,agg-alpha-0.5,,,,,,,,True,3,0.0001477930247821843,0.00014631894088823228,1.4740838939520133e-06,0.017407371992647788
step4_finite_class,agg-alpha-2,,,,,,,,True,0,0.000290383578186528,0.00028776903287731833,2.6145453092096924e-06,0.017407371992647788
step4_finite_class,agg-alpha-2,,,,,,,,True,1,0.0002903835781865281,0.00028776903287731833,2.6145453092097466e-06,0.017407371992647788
step4_finite_class,agg-alpha-2,,,,,,,,True,2,0.00029038357818652797,0.0002877690328773183,2.6145453092096924e-06,0.017407371992647788
step4_finite_class,agg-alpha-2,,,,,,,,True,3,0.0002903835781865279,0.0002877690328773182,2.6145453092096924e-06,0.017407371992647788
